,file,line,gs_score
222,12-138,4,-0.38511529564857483
223,12-138,6,-0.3130072057247162
224,12-138,8,0.7920689582824707
225,12-138,10,-0.05222950875759125
226,12-138,12,-1.1094729900360107
227,12-138,14,0.9531512260437012
228,12-138,16,-0.5567502379417419
229,12-138,18,1.0968506336212158
230,12-138,20,-0.1988184154033661
231,12-138,22,0.5461777448654175
232,12-138,24,-1.610217571258545
233,12-138,26,-0.5191209316253662
234,12-138,28,0.40193283557891846
235,12-138,30,0.06470928341150284
236,12-138,32,0.10626845806837082
237,12-138,34,-0.4483206570148468
238,12-138,36,-1.7184115648269653
239,12-138,38,-0.7285293340682983
240,12-138,40,-0.8319140076637268
241,12-138,42,-0.4042583405971527
242,12-138,44,-0.6735430359840393
243,12-138,46,-0.46973034739494324
244,12-138,48,-1.594916582107544
245,12-138,50,0.761208713054657
246,12-138,52,0.8829716444015503
247,12-138,54,-1.1496472358703613
248,12-138,55,0.9179853796958923
249,12-138,57,-0.43266430497169495
250,12-138,59,-0.01703880913555622
251,12-138,61,-0.25259050726890564
252,12-138,63,0.4253147840499878
253,12-138,65,0.258806049823761
254,12-138,67,-1.847114086151123
255,12-138,69,-1.2485713958740234
256,12-138,71,-1.0285851955413818
257,12-138,73,0.12486959993839264
258,12-138,75,-0.5121480226516724
259,12-138,77,-0.657108724117279
260,12-138,79,-0.8505961298942566
261,12-138,81,0.6135834455490112
262,12-138,83,0.8437458276748657
263,12-138,84,-0.5384417176246643
264,12-138,85,-0.7333747744560242
265,12-138,87,-1.5501008033752441
266,12-138,89,-1.2355622053146362
267,12-138,91,-0.9363693594932556
268,12-138,93,-0.5866959095001221
269,12-138,95,0.11141899973154068
270,12-138,97,-0.45511895418167114
271,12-138,99,0.4388570487499237
272,12-138,101,-0.7735245227813721
273,12-138,103,-0.8150679469108582
274,12-138,105,-0.8456664681434631
275,12-138,107,-1.600441575050354
276,12-138,109,-0.9361343383789062
277,12-138,111,-0.008950384333729744
278,12-138,113,0.3296518921852112
279,12-138,115,0.1813088059425354
280,12-138,117,-0.15400972962379456
281,12-138,119,0.7307754158973694
282,12-138,121,-0.11166907101869583
283,12-138,123,0.7795223593711853
284,12-138,125,0.5216227173805237
285,12-138,127,0.14926977455615997
286,12-138,129,0.4341512620449066
287,12-138,131,-1.231436014175415
288,12-138,132,-0.16850580275058746
289,12-138,134,0.20506909489631653
290,12-138,136,-0.22064977884292603
291,12-138,138,-0.4405941963195801
292,12-138,139,-0.7297677397727966
293,12-138,140,0.1314471960067749
294,12-138,142,-0.4513028860092163
295,12-138,144,-0.9921978712081909
296,12-138,146,-0.5851900577545166
297,12-138,148,1.3948100805282593
298,12-138,150,1.3391109704971313
299,12-138,152,-1.7766119241714478
300,12-138,154,-0.0005763000808656216
301,12-138,156,-0.49489691853523254
302,12-138,158,0.3124721348285675
303,12-138,160,0.400349497795105
304,12-138,162,-1.5947917699813843
305,12-515,0,-1.780932903289795
306,12-515,2,-1.0278494358062744
307,12-515,4,1.1815152168273926
308,12-515,6,0.09865941852331161
309,12-515,8,-0.4803633987903595
310,12-515,10,0.3673250377178192
311,12-515,12,0.16694366931915283
312,12-515,14,0.20267246663570404
313,12-515,15,-1.2615481615066528
314,12-515,17,-0.4544709622859955
315,12-515,19,-0.6894726157188416
316,12-515,21,-0.9212760329246521
317,12-515,23,-0.047869227826595306
318,12-515,25,0.1525920331478119
319,12-515,27,-0.7275030016899109
320,12-515,29,0.17537233233451843
321,12-515,31,0.20651444792747498
322,12-515,33,-0.12269289046525955
323,12-515,35,-0.8644998669624329
324,12-515,37,-0.9818523526191711
325,12-515,39,-1.5566717386245728
326,12-515,41,-0.011520729400217533
327,12-515,42,-0.6862706542015076
328,12-515,44,-0.7328122854232788
329,12-515,46,-0.7616252899169922
330,12-515,48,-1.1934195756912231
331,12-515,50,-1.2420032024383545
332,12-515,52,-1.0882859230041504
333,12-515,54,-0.5171613097190857
334,12-515,56,-1.5425432920455933
335,12-515,58,-0.18613837659358978
336,12-515,60,-0.5193678736686707
337,12-515,62,-1.4557619094848633
338,12-515,64,-0.5667768120765686
339,12-515,66,-0.7574306726455688
340,12-515,68,-0.09673859924077988
341,12-515,70,0.17869515717029572
342,12-515,72,0.7892112135887146
343,12-515,74,-1.465267300605774
344,12-515,76,0.5149132609367371
345,12-515,78,0.3734855055809021
346,12-515,80,-0.101735919713974
347,12-515,82,-0.8741517663002014
348,12-515,83,-0.34223049879074097
349,12-515,85,0.17359617352485657
350,12-515,87,0.19101020693778992
351,12-515,89,-0.19390162825584412
352,12-515,91,-0.298271507024765
353,12-515,93,-0.11820687353610992
354,12-515,95,-0.5072541236877441
355,12-515,97,-0.29290303587913513
356,12-515,99,-1.1209583282470703
357,12-515,101,-0.7785769104957581
358,12-515,103,-1.7174814939498901
359,12-515,105,-1.4526783227920532
360,12-515,106,-0.5259597897529602
361,12-515,108,-0.6335756182670593
362,12-515,110,0.4352804720401764
363,12-515,112,-1.8358957767486572
364,12-515,114,-0.8799189329147339
365,12-515,116,0.24094708263874054
366,12-515,118,-0.4493778347969055
367,12-515,120,-0.4665133059024811
368,12-515,122,-0.23247133195400238
369,12-515,124,0.40651416778564453
370,12-515,126,1.1567965745925903
371,12-515,128,0.04133604094386101
372,12-515,130,-0.43595051765441895
373,12-515,132,-0.4665133059024811
374,12-515,134,-1.6644288301467896
375,12-515,136,-0.7612433433532715
376,12-515,138,0.22761082649230957
377,12-515,140,-0.7480571866035461
378,12-515,142,-0.29279252886772156
379,12-515,144,-0.6451054811477661
380,12-515,146,-1.0453402996063232
381,12-515,148,-0.4439164102077484
382,12-515,150,-0.2819892168045044
383,12-515,152,1.1590752601623535
384,12-515,154,-0.6150252223014832
385,12-515,156,0.007247894071042538
386,12-515,158,-0.621239185333252
387,12-515,160,-0.3426799774169922
388,12-515,162,-0.6636281609535217
389,12-515,164,0.14420297741889954
390,12-515,166,-0.8569806218147278
391,12-515,168,-0.7986599802970886
392,12-515,170,-0.6472648978233337
393,12-515,172,-0.21285778284072876
394,12-515,174,0.8962238430976868
395,12-515,176,-0.334969162940979
396,12-515,178,-0.7899919152259827
397,12-515,180,0.061803534626960754
398,12-515,182,-0.2162746787071228
399,12-515,184,0.3280014991760254
400,12-515,186,-0.5812397003173828
401,12-515,187,0.1282627284526825
402,12-515,189,-0.9416687488555908
403,12-515,191,0.6415678858757019
404,12-515,193,0.8027939796447754
405,12-515,195,-1.312593698501587
406,12-515,197,-1.0831339359283447
407,12-515,199,-1.1028770208358765
408,12-515,201,-0.6407444477081299
409,12-515,203,-1.0705755949020386
410,12-515,205,-0.07959777116775513
411,12-515,207,-0.826305091381073
412,12-515,209,0.14316150546073914
413,12-515,211,0.20967325568199158
414,12-515,213,-0.17090293765068054
415,12-515,215,-0.8740090727806091
416,12-515,217,-0.21714593470096588
417,12-515,219,0.16952674090862274
418,12-515,221,0.11475005000829697
419,12-515,223,0.5883521437644958
420,12-515,225,0.29517248272895813
421,12-515,227,0.16320937871932983
422,12-515,229,0.2718771994113922
423,12-515,231,-1.0150935649871826
424,12-515,232,-0.41484346985816956
425,12-515,233,-1.352347731590271
426,12-515,235,-0.49636170268058777
427,12-515,237,0.6607055068016052
428,12-515,239,-0.2068677842617035
429,12-515,241,-1.211490511894226
430,12-515,243,-0.6353978514671326
431,12-515,245,0.23736591637134552
432,12-515,247,-0.07850629836320877
433,12-515,249,-0.6804786920547485
434,12-515,251,-0.20623844861984253
435,12-515,253,-0.43759384751319885
436,12-515,254,-0.9949849843978882
437,12-515,255,-0.1887185126543045
438,12-515,257,-0.3293837010860443
439,12-515,259,0.8603112101554871
440,12-515,261,-1.0178674459457397
441,12-515,263,-0.3018242418766022
442,12-515,265,-0.7844962477684021
443,12-515,267,-0.20298722386360168
444,12-515,269,-1.0061619281768799
445,12-515,271,0.8509668707847595
446,12-515,273,0.5203409194946289
447,12-515,275,-0.11366868764162064
448,12-515,277,-0.3793087303638458
449,12-515,279,-1.229024052619934
450,12-515,281,-0.7637972235679626
451,12-515,283,-1.3392390012741089
452,12-515,285,-1.1196351051330566
453,12-515,287,1.139500617980957
454,12-515,289,-0.533145546913147
455,12-515,290,0.13124968111515045
456,12-515,292,0.9587969183921814
457,12-515,294,-0.6149588823318481
458,12-515,296,1.1712185144424438
459,12-515,298,-0.44223782420158386
460,12-515,300,-1.5947917699813843
461,12-682,0,-1.7013407945632935
462,12-682,2,0.17472290992736816
463,12-682,4,-0.29246968030929565
464,12-682,6,0.4232673943042755
465,12-682,8,0.6683498024940491
466,12-682,10,-1.0313557386398315
467,12-682,11,-0.5057510137557983
468,12-682,13,0.614046573638916
469,12-682,15,0.07650890946388245
470,12-682,17,-0.3806159198284149
471,12-682,19,-0.10917136818170547
472,12-682,21,-0.9665875434875488
473,12-682,23,-0.4723224937915802
474,12-682,25,-1.155800461769104
475,12-682,27,0.14795349538326263
476,12-682,29,-0.14140577614307404
477,12-682,31,0.20333589613437653
478,12-682,33,1.1676521301269531
479,12-682,35,0.20294944941997528
480,12-682,37,-0.5275903344154358
481,12-682,39,-1.2733030319213867
482,12-682,41,0.405823677778244
483,12-682,43,-0.08018437027931213
484,12-682,45,-0.5544431805610657
485,12-682,47,0.5051060318946838
486,12-682,49,0.6399486064910889
487,12-682,51,0.46554726362228394
488,12-682,53,-1.4995887279510498
489,12-682,55,-0.31306952238082886
490,12-682,57,0.26580744981765747
491,12-682,59,-0.4138728678226471
492,12-682,61,-1.631356954574585
493,12-682,63,-0.3340715765953064
494,12-682,65,-0.2335134893655777
495,12-682,67,-0.6031480431556702
496,12-682,69,-0.08053438365459442
497,12-682,71,-0.22595663368701935
498,12-682,73,-1.3778446912765503
499,12-682,75,0.7826071381568909
500,12-682,77,-0.24994954466819763
501,12-682,79,-0.0449649803340435
502,12-682,81,0.4354816973209381
503,12-682,83,0.7252346277236938
504,12-682,85,0.07119982689619064
505,12-682,87,0.2436419129371643
506,12-682,89,-0.15036949515342712
507,12-682,91,-1.1829285621643066
508,12-682,93,-0.6633960604667664
509,12-682,95,-0.035522423684597015
510,12-682,97,1.0073461532592773
511,12-682,99,-1.1333457231521606
512,12-682,101,-0.4565967917442322
513,12-682,103,-0.9901831746101379
514,12-682,105,0.16993571817874908
515,12-682,107,0.9526317715644836
516,12-682,109,1.1295182704925537
517,12-682,111,0.014343652874231339
518,12-682,113,-0.8478865623474121
519,12-682,115,0.6715428233146667
520,12-682,117,-0.05644804611802101
521,12-682,119,-1.4657347202301025
522,12-682,121,0.8324312567710876
523,12-682,123,0.4201362133026123
524,12-682,125,-0.7492180466651917
525,12-682,127,0.0871414989233017
526,12-682,129,-0.9036821722984314
527,12-682,131,-0.7500425577163696
528,12-682,133,-0.4665133059024811
529,12-682,135,-1.6354849338531494
530,12-682,137,0.8183928728103638
531,12-682,139,-0.5087869167327881
532,12-682,141,-0.5633362531661987
533,12-682,143,-1.4643962383270264
534,12-682,145,-0.2461833506822586
535,12-682,147,-1.152003288269043
536,12-682,149,0.17692987620830536
537,12-682,151,0.17818333208560944
538,12-682,153,-0.0581107921898365
539,12-682,155,-0.03781532123684883
540,12-682,157,-0.06067078188061714
541,12-682,159,0.5003458857536316
542,12-682,161,0.12047968804836273
543,12-682,163,-1.6946431398391724
544,12-682,165,-0.15114451944828033
545,12-682,167,-0.03787871450185776
546,12-682,169,0.835824191570282
547,12-682,171,-0.44452059268951416
548,12-682,173,-1.076221227645874
549,12-682,175,-0.3075203597545624
550,12-682,177,-1.0032800436019897
551,12-682,179,-0.879557192325592
552,12-682,181,0.7105206847190857
553,12-682,183,-0.047802235931158066
554,12-682,185,-0.8482586145401001
555,12-682,187,-1.557785153388977
556,12-682,189,-0.9058449268341064
557,12-682,191,-1.1574945449829102
558,12-682,193,0.25758275389671326
559,12-682,195,0.8489325642585754
560,12-682,197,0.6374045610427856
561,12-682,199,0.3355984091758728
562,12-682,201,0.14006561040878296
563,12-682,203,0.009842648170888424
564,12-682,205,-1.3590279817581177
